k	pvalue
239	3.5125124330825343e-11
240	3.5125124330825343e-11
241	3.5125124330825343e-11
242	3.5125124330825343e-11
243	3.5125124330825343e-11
244	3.5125124330825343e-11
245	3.5125124330825343e-11
246	3.5125124330825343e-11
247	3.5125124330825343e-11
248	3.5125124330825343e-11
249	3.5125124330825343e-11
250	3.5125124330825343e-11
251	3.5125124330825343e-11
252	3.5125124330825343e-11
253	3.5125124330825343e-11
254	3.5125124330825343e-11
255	3.5125124330825343e-11
256	3.5125124330825343e-11
257	3.5125124330825343e-11
258	3.5125124330825343e-11
259	3.5125124330825343e-11
260	3.5125124330825343e-11
261	3.5125124330825343e-11
262	3.5125124330825343e-11
263	3.5125124330825343e-11
264	3.5125124330825343e-11
265	3.5125124330825343e-11
266	3.5125124330825343e-11
267	3.5125124330825343e-11
268	3.5125124330825343e-11
269	3.5125124330825343e-11
270	3.5125124330825343e-11
271	3.5125124330825343e-11
272	3.5125124330825343e-11
273	3.5125124330825343e-11
274	3.5125124330825343e-11
275	3.5125124330825343e-11
276	3.5125124330825343e-11
277	3.5125124330825343e-11
278	3.5125124330825343e-11
279	3.5125124330825343e-11
280	3.5125124330825343e-11
281	3.5125124330825343e-11
282	3.5125124330825343e-11
283	3.5125124330825343e-11
284	3.5125124330825343e-11
285	3.5125124330825343e-11
286	3.5125124330825343e-11
287	3.5125124330825343e-11
288	3.5125124330825343e-11
289	3.5125124330825343e-11
290	3.5125124330825343e-11
291	3.5125124330825343e-11
292	3.5125124330825343e-11
293	3.5125124330825343e-11
294	3.5125124330825343e-11
295	3.5125124330825343e-11
296	3.5125124330825343e-11
297	3.5125124330825343e-11
298	3.5125124330825343e-11
299	3.5125124330825343e-11
300	3.5125124330825343e-11
301	3.5125124330825343e-11
302	3.5125124330825343e-11
303	3.5125124330825343e-11
304	3.5125124330825343e-11
305	3.5125124330825343e-11
306	3.5125124330825343e-11
307	3.5125124330825343e-11
308	3.5125124330825343e-11
309	3.5125124330825343e-11
310	3.5125124330825343e-11
311	3.5125124330825343e-11
312	3.5125124330825343e-11
313	3.5125124330825343e-11
314	3.5125124330825343e-11
315	3.5125124330825343e-11
316	3.5125124330825343e-11
317	3.5125124330825343e-11
318	3.5125124330825343e-11
319	3.5125124330825343e-11
320	3.5125124330825343e-11
321	3.5125124330825343e-11
322	3.5125124330825343e-11
323	3.5125124330825343e-11
324	3.5125124330825343e-11
325	3.5125124330825343e-11
326	3.5125124330825343e-11
327	3.5125124330825343e-11
328	3.5125124330825343e-11
329	3.5125124330825343e-11
330	3.5125124330825343e-11
331	3.5125124330825343e-11
332	3.5125124330825343e-11
333	3.5125124330825343e-11
334	3.5125124330825343e-11
335	3.5125124330825343e-11
336	3.5125124330825343e-11
337	3.5125124330825343e-11
338	3.5125124330825343e-11
339	3.5125124330825343e-11
340	3.5125124330825343e-11
341	3.5125124330825343e-11
342	3.5125124330825343e-11
343	3.5125124330825343e-11
344	3.5125124330825343e-11
345	3.5125124330825343e-11
346	3.5125124330825343e-11
347	3.5125124330825343e-11
348	3.5125124330825343e-11
349	3.5125124330825343e-11
350	3.5125124330825343e-11
351	3.5125124330825343e-11
352	3.5125124330825343e-11
353	3.5125124330825343e-11
354	3.5125124330825343e-11
355	3.5125124330825343e-11
356	3.5125124330825343e-11
357	3.5125124330825343e-11
358	3.5125124330825343e-11
359	3.5125124330825343e-11
360	3.5125124330825343e-11
361	3.5125124330825343e-11
362	3.5125124330825343e-11
363	3.512512433082522e-11
364	3.512512433082509e-11
365	3.512512433082497e-11
366	3.5125124330824846e-11
367	3.5125124330824594e-11
368	3.512512433082434e-11
369	3.512512433082397e-11
370	3.512512433082347e-11
371	3.512512433082285e-11
372	3.512512433082197e-11
373	3.512512433082085e-11
374	3.512512433081935e-11
375	3.5125124330817356e-11
376	3.512512433081473e-11
377	3.512512433081124e-11
378	3.512512433080662e-11
379	3.512512433080051e-11
380	3.512512433079265e-11
381	3.512512433078229e-11
382	3.512512433076881e-11
383	3.512512433075122e-11
384	3.512512433072838e-11
385	3.5125124330698804e-11
386	3.512512433066062e-11
387	3.51251243306112e-11
388	3.512512433054756e-11
389	3.512512433046557e-11
390	3.5125124330360255e-11
391	3.512512433022523e-11
392	3.512512433005227e-11
393	3.5125124329831266e-11
394	3.512512432954937e-11
395	3.512512432919035e-11
396	3.512512432873387e-11
397	3.5125124328154474e-11
398	3.512512432742046e-11
399	3.512512432649215e-11
400	3.5125124325320004e-11
401	3.512512432384262e-11
402	3.512512432198363e-11
403	3.5125124319648447e-11
404	3.512512431672001e-11
405	3.512512431305369e-11
406	3.512512430847142e-11
407	3.512512430275382e-11
408	3.512512429563146e-11
409	3.512512428677377e-11
410	3.5125124275776196e-11
411	3.512512426214419e-11
412	3.512512424527427e-11
413	3.5125124224431305e-11
414	3.512512419872142e-11
415	3.5125124167059454e-11
416	3.512512412813012e-11
417	3.51251240803421e-11
418	3.512512402177314e-11
419	3.5125123950105404e-11
420	3.5125123862548466e-11
421	3.512512375574824e-11
422	3.5125123625680386e-11
423	3.5125123467524035e-11
424	3.5125123275513417e-11
425	3.512512304276415e-11
426	3.5125122761069806e-11
427	3.512512242066363e-11
428	3.512512200994095e-11
429	3.5125121515135354e-11
430	3.512512091994248e-11
431	3.512512020508336e-11
432	3.5125119347797885e-11
433	3.5125118321259694e-11
434	3.512511709389969e-11
435	3.5125115628626844e-11
436	3.512511388193133e-11
437	3.512511180285455e-11
438	3.5125109331808083e-11
439	3.5125106399221667e-11
440	3.512510292399887e-11
441	3.512509881175512e-11
442	3.5125093952811883e-11
443	3.512508821991723e-11
444	3.512508146565929e-11
445	3.5125073519536754e-11
446	3.512506418464752e-11
447	3.512505323395136e-11
448	3.5125040406059704e-11
449	3.512502540050103e-11
450	3.512500787240647e-11
451	3.512498742655427e-11
452	3.512496361070902e-11
453	3.512493590818428e-11
454	3.51249037295538e-11
455	3.512486640343006e-11
456	3.512482316622429e-11
457	3.5124773150795316e-11
458	3.512471537389062e-11
459	3.512464872227527e-11
460	3.5124571937442e-11
461	3.512448359878538e-11
462	3.512438210512356e-11
463	3.512426565444104e-11
464	3.512413222172367e-11
465	3.512397953475262e-11
466	3.5123805047719555e-11
467	3.51236059125226e-11
468	3.5123378947598983e-11
469	3.512312060415076e-11
470	3.512282692961685e-11
471	3.512249352824646e-11
472	3.512211551862979e-11
473	3.512168748804452e-11
474	3.512120344348155e-11
475	3.512065675921847e-11
476	3.512004012081719e-11
477	3.511934546543083e-11
478	3.511856391831792e-11
479	3.511768572547198e-11
480	3.51167001822946e-11
481	3.511559555825372e-11
482	3.511435901749123e-11
483	3.511297653536676e-11
484	3.5111432810948274e-11
485	3.510971117548814e-11
486	3.5107793496955515e-11
487	3.51056600807248e-11
488	3.510328956655861e-11
489	3.5100658822060157e-11
490	3.509774283280907e-11
491	3.509451458943869e-11
492	3.5090944971955716e-11
493	3.508700263165088e-11
494	3.508265387099582e-11
495	3.507786252197135e-11
496	3.507258982332369e-11
497	3.506679429729444e-11
498	3.506043162642379e-11
499	3.505345453107767e-11
500	3.5045812648400183e-11
501	3.5037452413443584e-11
502	3.5028316943277536e-11
503	3.501834592492619e-11
504	3.5007475508026525e-11
505	3.499563820314278e-11
506	3.498276278671095e-11
507	3.4968774213620175e-11
508	3.4953593538469246e-11
509	3.4937137846557357e-11
510	3.491932019569005e-11
511	3.4900049569889857e-11
512	3.487923084610861e-11
513	3.4856764775032965e-11
514	3.48325479770669e-11
515	3.4806472954553586e-11
516	3.4778428121272205e-11
517	3.474829785020919e-11
518	3.471596254055511e-11
519	3.468129870482519e-11
520	3.4644179076934173e-11
521	3.4604472741982094e-11
522	3.4562045288423015e-11
523	3.451675898319454e-11
524	3.4468472970282233e-11
525	3.441704349308204e-11
526	3.436232414080097e-11
527	3.4304166119010644e-11
528	3.4242418544329837e-11
529	3.417692876307079e-11
530	3.410754269353596e-11
531	3.4034105191497154e-11
532	3.39564604382336e-11
533	3.387445235034428e-11
534	3.378792501038803e-11
535	3.369672311724319e-11
536	3.360069245491511e-11
537	3.3499680378362426e-11
538	3.339353631475318e-11
539	3.3282112278413095e-11
540	3.316526339757904e-11
541	3.3042848450933135e-11
542	3.2914730411762944e-11
543	3.278077699747049e-11
544	3.264086122204519e-11
545	3.249486194901686e-11
546	3.2342664442321276e-11
547	3.21841609124404e-11
548	3.2019251055126376e-11
549	3.184784257997663e-11
550	3.166985172610952e-11
551	3.148520376218297e-11
552	3.129383346801228e-11
553	3.1095685595076755e-11
554	3.089071530325203e-11
555	3.0678888571176274e-11
556	3.046018257774191e-11
557	3.0234586052311684e-11
558	3.0002099591377356e-11
559	2.976273593952055e-11
560	2.951652023268727e-11
561	2.9263490201961106e-11
562	2.9003696336201477e-11
563	2.8737202002112548e-11
564	2.8464083520517097e-11
565	2.8184430197829486e-11
566	2.7898344311950268e-11
567	2.7605941052040978e-11
568	2.7307348411879727e-11
569	2.7002707036743595e-11
570	2.6692170024012112e-11
571	2.6375902677934327e-11
572	2.605408221925032e-11
573	2.5726897450601285e-11
574	2.5394548378902278e-11
575	2.5057245796085903e-11
576	2.4715210819848365e-11
577	2.436867439624669e-11
578	2.4017876766198014e-11
579	2.3663066898125633e-11
580	2.3304501889171308e-11
581	2.294244633755774e-11
582	2.2577171688830306e-11
583	2.2208955558836156e-11
584	2.183808103640889e-11
585	2.1464835968820793e-11
586	2.1089512233136197e-11
587	2.071240499665343e-11
588	2.03338119696575e-11
589	1.9954032653718677e-11
590	1.9573367588767048e-11
591	1.9192117602148845e-11
592	1.8810583062825626e-11
593	1.842906314381603e-11
594	1.8047855095899747e-11
595	1.7667253535506227e-11
596	1.7287549749599152e-11
597	1.690903102023828e-11
598	1.6531979971361232e-11
599	1.6156673940171217e-11
600	1.578338437535418e-11
601	1.5412376264170963e-11
602	1.5043907590288432e-11
603	1.4678228824021512e-11
604	1.431558244646145e-11
605	1.3956202508765015e-11
606	1.3600314227675482e-11
607	1.3248133618141248e-11
608	1.2899867163692601e-11
609	1.255571152503383e-11
610	1.221585328710627e-11
611	1.1880468744681542e-11
612	1.1549723726351976e-11
613	1.1223773456599302e-11
614	1.0902762455445195e-11
615	1.0586824475016129e-11
616	1.0276082472195015e-11
617	9.970648616380128e-12
618	9.670624331232252e-12
619	9.376100369160264e-12
620	9.087156917178919e-12
621	8.803863732665051e-12
622	8.52628030744615e-12
623	8.254456058572429e-12
624	7.988430544055378e-12
625	7.728233701798551e-12
626	7.473886109902146e-12
627	7.225399266490397e-12
628	6.982775887190122e-12
629	6.746010218379969e-12
630	6.515088364330896e-12
631	6.289988626371537e-12
632	6.070681852233721e-12
633	5.857131793765661e-12
634	5.649295471240087e-12
635	5.447123542533637e-12
636	5.250560675509538e-12
637	5.059545921998264e-12
638	4.8740130918394964e-12
639	4.693891125522543e-12
640	4.5191044640408724e-12
641	4.349573414658536e-12
642	4.185214511371602e-12
643	4.025940868935301e-12
644	3.87166252941707e-12
645	3.722286800326014e-12
646	3.5777185834601357e-12
647	3.4378606937033926e-12
648	3.3026141670943843e-12
649	3.171878557577231e-12
650	3.0455522219320947e-12
651	2.9235325924671813e-12
652	2.8057164371364083e-12
653	2.6920001068256734e-12
654	2.5822797696266174e-12
655	2.4764516319888003e-12
656	2.374412146709511e-12
657	2.276058207784853e-12
658	2.181287332205763e-12
659	2.089997828838577e-12
660	2.0020889545811248e-12
661	1.917461058032448e-12
662	1.8360157109569394e-12
663	1.7576558278618048e-12
664	1.6822857740407688e-12
665	1.609811462466563e-12
666	1.5401404399400853e-12
667	1.473181962925695e-12
668	1.4088470635195511e-12
669	1.347048606011683e-12
670	1.2877013345128293e-12
671	1.2307219121238557e-12
672	1.1760289521293428e-12
673	1.1235430416977064e-12
674	1.073186758568207e-12
675	1.0248846812007412e-12
676	9.78563392857511e-13
677	9.341514800767348e-13
678	8.915795259879149e-13
679	8.507800989056368e-13
680	8.116877366251852e-13
681	7.742389268280268e-13
682	7.383720839892134e-13
683	7.040275231616729e-13
684	6.711474309947668e-13
685	6.396758343262704e-13
686	6.09558566668469e-13
687	5.807432328903246e-13
688	5.531791723788996e-13
689	5.268174209445289e-13
690	5.016106717157182e-13
691	4.775132352515e-13
692	4.544809990811532e-13
693	4.3247138686379256e-13
694	4.1144331734350024e-13
695	3.9135716325942787e-13
696	3.721747103546955e-13
697	3.5385911661303136e-13
698	3.363748718379078e-13
699	3.1968775767553905e-13
700	3.0376480817043657e-13
701	2.885742709303695e-13
702	2.7408556896650293e-13
703	2.6026926326418245e-13
704	2.4709701613032023e-13
705	2.345415553545677e-13
706	2.2257663921345135e-13
707	2.111770223393479e-13
708	2.00318422469568e-13
709	1.899774880848887e-13
710	1.8013176694158244e-13
711	1.707596754962853e-13
712	1.6184046921895079e-13
713	1.53354213785533e-13
714	1.4528175713897585e-13
715	1.3760470240447705e-13
716	1.303053816428007e-13
717	1.2336683042364836e-13
718	1.1677276319966184e-13
719	1.1050754946054966e-13
720	1.0455619064602746e-13
721	9.890429779573735e-14
722	9.353806991400801e-14
723	8.844427302723955e-14
724	8.36102199117766e-14
725	7.902375047038644e-14
726	7.467321273583032e-14
727	7.054744448050412e-14
728	6.663575541169374e-14
729	6.292790993263899e-14
730	5.941411045029045e-14
731	5.6084981211384934e-14
732	5.2931552649219265e-14
733	4.9945246224275505e-14
734	4.7117859742626695e-14
735	4.44415531368124e-14
736	4.190883469463276e-14
737	3.9512547722030335e-14
738	3.7245857626939865e-14
739	3.510223941164919e-14
740	3.307546556185671e-14
741	3.1159594321204875e-14
742	2.934895834063251e-14
743	2.7638153692404573e-14
744	2.6022029239160835e-14
745	2.4495676348762505e-14
746	2.3054418946116587e-14
747	2.1693803893519735e-14
748	2.040959169139018e-14
749	1.9197747491546685e-14
750	1.8054432415451907e-14
751	1.6975995170066805e-14
752	1.5958963954162097e-14
753	1.5000038648108435e-14
754	1.4096083280317524e-14
755	1.3244118763638596e-14
756	1.2441315895126357e-14
757	1.1684988612694828e-14
758	1.0972587502253737e-14
759	1.0301693548997642e-14
760	9.670012126580016e-15
761	9.075367217961085e-15
762	8.515695861768023e-15
763	7.989042818053033e-15
764	7.49355544737952e-15
765	7.027478797209119e-15
766	6.58915088960706e-15
767	6.176998204328703e-15
768	5.789531351396463e-15
769	5.425340927328255e-15
770	5.083093549232556e-15
771	4.7615280610434455e-15
772	4.459451906232544e-15
773	4.17573766140332e-15
774	3.909319725245453e-15
775	3.659191157406194e-15
776	3.4244006619189243e-15
777	3.2040497099173496e-15
778	2.9972897964574894e-15
779	2.8033198263677093e-15
780	2.62138362414923e-15
781	2.4507675630564414e-15
782	2.29079830859647e-15
783	2.1408406718011203e-15
784	2.000295567740828e-15
785	1.8685980748698695e-15
786	1.7452155909127105e-15
787	1.6296460811251997e-15
788	1.5214164148879749e-15
789	1.4200807867152164e-15
790	1.325219217887378e-15
791	1.2364361350423393e-15
792	1.153359022185217e-15
793	1.0756371427018285e-15
794	1.0029403280848581e-15
795	9.349578302045821e-16
796	8.713972340771462e-16
797	8.119834282026802e-16
798	7.56457629662977e-16
799	7.045764612833663e-16
800	6.561110782760202e-16
801	6.108463418918648e-16
802	5.685800377153391e-16
803	5.291221363405517e-16
804	4.922940942685444e-16
805	4.579281929635508e-16
806	4.2586691410111486e-16
807	3.9596234913273174e-16
808	3.680756413802715e-16
809	3.4207645895882945e-16
810	3.1784249690876157e-16
811	2.9525900699666747e-16
812	2.742183537208378e-16
813	2.5461959512938463e-16
814	2.363680871288472e-16
815	2.1937511002767025e-16
816	2.0355751612261326e-16
817	1.8883739719689797e-16
818	1.751417708569278e-16
819	1.6240228468968516e-16
820	1.5055493727558613e-16
821	1.3953981514171184e-16
822	1.293008447880562e-16
823	1.197855589647625e-16
824	1.1094487642146154e-16
825	1.0273289439074482e-16
826	9.510669310670458e-17
827	8.802615169636326e-17
828	8.145377481683965e-17
829	7.535452944429933e-17
830	6.969569125224519e-17
831	6.444670004656059e-17
832	5.95790237530327e-17
833	5.506603047990937e-17
834	5.08828682034919e-17
835	4.7006351648852267e-17
836	4.34148559606224e-17
837	4.008821678044011e-17
838	3.7007636368162677e-17
839	3.415559542339297e-17
840	3.151577028229985e-17
841	2.9072955182177523e-17
842	2.68129893027445e-17
843	2.472268830888115e-17
844	2.278978013437997e-17
845	2.1002844760391775e-17
846	1.935125775562543e-17
847	1.782513735804068e-17
848	1.6415294889800554e-17
849	1.5113188308653253e-17
850	1.3910878709729338e-17
851	1.2800989601994938e-17
852	1.177666879332933e-17
853	1.0831552727417789e-17
854	9.959733124397267e-18
855	9.155725785486508e-18
856	8.414441429694628e-18
857	7.73115843815833e-18
858	7.1014973887237e-18
859	6.521397270086913e-18
860	5.98709327115545e-18
861	5.49509604730475e-18
862	5.042172370902155e-18
863	4.625327078864812e-18
864	4.2417862351266665e-18
865	3.888981430724189e-18
866	3.5645351487868516e-18
867	3.266247126046248e-18
868	2.992081646571674e-18
869	2.740155707309926e-18
870	2.5087279986646786e-18
871	2.296188646806184e-18
872	2.101049667665326e-18
873	1.921936085646453e-18
874	1.75757767300083e-18
875	1.6068012685441336e-18
876	1.4685236369875362e-18
877	1.3417448325883914e-18
878	1.2255420331225596e-18
879	1.1190638123423776e-18
880	1.0215248211194413e-18
881	9.32200849386107e-19
882	8.504242427907503e-19
883	7.755796496747499e-19
884	7.071000755701351e-19
885	6.444632239113337e-19
886	5.871881030574183e-19
887	5.348318810380849e-19
888	4.869869706719149e-19
889	4.432783288637203e-19
890	4.0336095497366166e-19
891	3.6691757416801805e-19
892	3.336564926143359e-19
893	3.0330961227569765e-19
894	2.75630593893617e-19
895	2.503931575300313e-19
896	2.27389510769173e-19
897	2.064288953627933e-19
898	1.8733624374018768e-19
899	1.6995093740042187e-19
900	1.5412565976071285e-19
901	1.397253365544444e-19
902	1.2662615735715704e-19
903	1.1471467227117452e-19
904	1.0388695822141746e-19
905	9.404784970827162e-20
906	8.511022923001774e-20
907	7.699437292896718e-20
908	6.962734733369685e-20
909	6.294245336618689e-20
910	5.687871405863073e-20
911	5.138040268157285e-20
912	4.6396608224085733e-20
913	4.1880835389102045e-20
914	3.779063647389827e-20
915	3.408727269809569e-20
916	3.073540272039694e-20
917	2.770279625152011e-20
918	2.496007082526939e-20
919	2.248044993321024e-20
920	2.0239540861727664e-20
921	1.8215130694045398e-20
922	1.6386999054728856e-20
923	1.4736746280880422e-20
924	1.3247635803252961e-20
925	1.1904449612368702e-20
926	1.0693355769944714e-20
927	9.601787004953322e-21
928	8.618329506914991e-21
929	7.732621096940956e-21
930	6.935258019984543e-21
931	6.217709660077342e-21
932	5.5722405343431365e-21
933	4.991838971605483e-21
934	4.4701519277161175e-21
935	4.001425432594933e-21
936	3.580450203635504e-21
937	3.202511996819649e-21
938	2.8633463008169524e-21
939	2.559097010714669e-21
940	2.2862787470190285e-21
941	2.0417425123592393e-21
942	1.822644403072085e-21
943	1.626417115696463e-21
944	1.4507440095012267e-21
945	1.2935355056355742e-21
946	1.1529076214487444e-21
947	1.0271624550852229e-21
948	9.147704507276251e-22
949	8.143542889271728e-22
950	7.246742594205213e-22
951	6.446149857652477e-22
952	5.731733821105293e-22
953	5.094477325270009e-22
954	4.526277926160952e-22
955	4.0198582166639113e-22
956	3.5686846147966923e-22
957	3.1668938520554903e-22
958	2.8092264614996597e-22
959	2.4909666260498703e-22
960	2.2078878032775474e-22
961	1.956203594140119e-22
962	1.7325233700277578e-22
963	1.5338122154715947e-22
964	1.3573547832293354e-22
965	1.2007226945018476e-22
966	1.0617451500083372e-22
967	9.384824478052362e-23
968	8.29202131302458e-23
969	7.32357516120035e-23
970	6.465683674331244e-23
971	5.7060352045283e-23
972	5.0336525585008673e-23
973	4.4387525940214375e-23
974	3.912620110671809e-23
975	3.4474946320151823e-23
976	3.036468808455153e-23
977	2.67339729028398e-23
978	2.3528150298010425e-23
979	2.06986407082979e-23
980	1.8202279743325328e-23
981	1.6000731109038122e-23
982	1.4059961254370342e-23
983	1.2349769468680366e-23
984	1.0843367772118888e-23
985	9.517005496826364e-24
986	8.349633960310711e-24
987	7.322607088213795e-24
988	6.4194142562134376e-24
989	5.625441993956598e-24
990	4.927761531257328e-24
991	4.314939471598625e-24
992	3.776869153244247e-24
993	3.3046205067263686e-24
994	2.8903064416197084e-24
995	2.5269639976168308e-24
996	2.2084486770534487e-24
997	1.9293405400843684e-24
998	1.6848607913968396e-24
999	1.4707977202319685e-24
1000	1.2834409749871066e-24
1001	1.1195232610836227e-24
1002	9.761686472781145e-25
1003	8.508467522350067e-25
1004	7.413321609302385e-25
1005	6.4566849019452455e-25
1006	5.621365852237639e-25
1007	4.892263849014531e-25
1008	4.256120439437706e-25
1009	3.7012994477984403e-25
1010	3.2175927224933357e-25
1011	2.7960486011677483e-25
1012	2.428820505007169e-25
1013	2.1090333598666585e-25
1014	1.8306657978908036e-25
1015	1.5884463216711189e-25
1016	1.377761816678011e-25
1017	1.1945769792706468e-25
1018	1.0353633893495457e-25
1019	8.970371007602356e-26
1020	7.769037507576555e-26
1021	6.726103038841662e-26
1022	5.821026470111508e-26
1023	5.035883424023126e-26
